Frequency_GHz,Abs0deg,Abs10deg,Abs20deg
77.0861723447,0.000113597321723972,5.4457667141186e-05,5.4457667141186e-05
77.0921843687,0.000113808711568879,5.4610076785816e-05,5.4610076785816e-05
77.0981963928,0.000116706286972611,5.55929973443435e-05,5.55929973443435e-05
77.1042084168,0.000120567970503592,5.58686022930432e-05,5.58686022930432e-05
77.1102204409,0.000122058996682802,5.66396587900526e-05,5.66396587900526e-05
77.1162324649,0.000123604675969921,5.64250700507509e-05,5.64250700507509e-05
77.122244489,0.000127126384124063,5.77608325242513e-05,5.77608325242513e-05
77.128256513,0.000127805180654495,5.89033421733472e-05,5.89033421733472e-05
77.1342685371,0.000130738857418435,6.0226883815649e-05,6.0226883815649e-05
77.1402805611,0.000135874152671852,5.89936787758532e-05,5.89936787758532e-05
77.1462925852,0.000138681317430458,6.03789622683837e-05,6.03789622683837e-05
77.1523046092,0.000140729101531505,6.20686116437193e-05,6.20686116437193e-05
77.1583166333,0.000146067295142382,6.31034322107129e-05,6.31034322107129e-05
77.1643286573,0.000149172644609668,6.18919985626817e-05,6.18919985626817e-05
77.1703406814,0.000152882548359436,6.35597684122565e-05,6.35597684122565e-05
77.1763527054,0.000158316561508574,6.60510493290068e-05,6.60510493290068e-05
77.1823647295,0.000161781141911701,6.50182534683793e-05,6.50182534683793e-05
77.1883767535,0.000163320326148103,6.52126830671956e-05,6.52126830671956e-05
77.1943887776,0.00016629098260769,6.72735737099742e-05,6.72735737099742e-05
77.2004008016,0.000169540884235717,6.76985812759827e-05,6.76985812759827e-05
77.2064128257,0.000179964437361627,6.84520222031714e-05,6.84520222031714e-05
77.2124248497,0.000179533953717273,7.05900172836216e-05,7.05900172836216e-05
77.2184368737,0.000181860188060976,6.9539332912528e-05,6.9539332912528e-05
77.2244488978,0.0001974086607918,7.27211533604227e-05,7.27211533604227e-05
77.2304609218,0.000203305535360228,7.27890246185983e-05,7.27890246185983e-05
77.2364729459,0.000204800284958185,7.48714348279182e-05,7.48714348279182e-05
77.2424849699,0.000211261149983811,7.5547577508319e-05,7.5547577508319e-05
77.248496994,0.000220757887197953,7.60018705377033e-05,7.60018705377033e-05
77.254509018,0.000225974200741528,7.78457642381538e-05,7.78457642381538e-05
77.2605210421,0.000230113874244398,8.03095583300521e-05,8.03095583300521e-05
77.2665330661,0.000248379778446039,8.02213697191609e-05,8.02213697191609e-05
77.2725450902,0.000248583822749278,8.01541401203833e-05,8.01541401203833e-05
77.2785571142,0.000248351594947914,8.18284807534885e-05,8.18284807534885e-05
77.2845691383,0.000259312652485594,8.20061063747261e-05,8.20061063747261e-05
77.2905811623,0.000272027242808609,8.55862772608756e-05,8.55862772608756e-05
77.2965931864,0.000292232281421857,8.78216153684163e-05,8.78216153684163e-05
77.3026052104,0.000296699424850689,8.79961206557482e-05,8.79961206557482e-05
77.3086172345,0.00030829849626479,8.94287266506744e-05,8.94287266506744e-05
77.3146292585,0.000323099957213429,9.09916727431693e-05,9.09916727431693e-05
77.3206412826,0.000334627783505336,9.42903511299268e-05,9.42903511299268e-05
77.3266533066,0.000354309192070619,9.26925544508223e-05,9.26925544508223e-05
77.3326653307,0.000365300220456118,9.43722117944452e-05,9.43722117944452e-05
77.3386773547,0.000386050447687057,9.9563016305029e-05,9.9563016305029e-05
77.3446893788,0.000398097519871251,9.77000339389538e-05,9.77000339389538e-05
77.3507014028,0.000414051644771883,0.000100323675566529,0.000100323675566529
77.3567134269,0.000451735198772392,9.89662024827395e-05,9.89662024827395e-05
77.3627254509,0.00046334000209526,0.000106449190918344,0.000106449190918344
77.3687374749,0.000513567982348498,0.000110186143893332,0.000110186143893332
77.374749499,0.000515427162204049,0.000107832806152208,0.000107832806152208
77.380761523,0.00054282002319572,0.000108028485104207,0.000108028485104207
77.3867735471,0.000569975749303484,0.000110863435486744,0.000110863435486744
77.3927855711,0.000634876455577303,0.000113972279098078,0.000113972279098078
77.3987975952,0.000663501455368446,0.000118929183026655,0.000118929183026655
77.4048096192,0.000668842382606834,0.000117092705141162,0.000117092705141162
77.4108216433,0.000782403867680732,0.000123926479277706,0.000123926479277706
77.4168336673,0.000793980117174621,0.00012894041276917,0.00012894041276917
77.4228456914,0.000812454065986901,0.000124781843083834,0.000124781843083834
77.4288577154,0.000876497143467954,0.000126662201008521,0.000126662201008521
77.4348697395,0.00101366962454001,0.000130279700909407,0.000130279700909407
77.4408817635,0.00107740975683369,0.000134739264308556,0.000134739264308556
77.4468937876,0.00121491503990221,0.000137956151091126,0.000137956151091126
77.4529058116,0.00116526471472062,0.000142329625762717,0.000142329625762717
77.4589178357,0.00128474227733823,0.000144599217968639,0.000144599217968639
77.4649298597,0.00157707342913946,0.00014804384815647,0.00014804384815647
77.4709418838,0.00163171008639124,0.000144936735069742,0.000144936735069742
77.4769539078,0.00186654379006718,0.000154256100425525,0.000154256100425525
77.4829659319,0.00225622088889546,0.000165220684791891,0.000165220684791891
77.4889779559,0.00236225570961853,0.000171015968490447,0.000171015968490447
77.49498998,0.00250789606889339,0.000164215251024507,0.000164215251024507
77.501002004,0.00303982423226295,0.000166855117114282,0.000166855117114282
77.5070140281,0.00330517416096345,0.000171996183460738,0.000171996183460738
77.5130260521,0.00391147074632344,0.000178368750371623,0.000178368750371623
77.5190380762,0.00470817404771284,0.000184766191325598,0.000184766191325598
77.5250501002,0.00505920029793357,0.000193195546355681,0.000193195546355681
77.5310621242,0.00596351186626137,0.000193840876558815,0.000193840876558815
77.5370741483,0.00880968001887746,0.000201750498021301,0.000201750498021301
77.5430861723,0.0117683993927731,0.000201909882790208,0.000201909882790208
77.5490981964,0.0129276836602365,0.000208493025939179,0.000208493025939179
77.5551102204,0.0200340100746637,0.000220473581504342,0.000220473581504342
77.5611222445,0.0198687747391058,0.000218489329506504,0.000218489329506504
77.5671342685,0.0398824847601918,0.000241282492071432,0.000241282492071432
77.5731462926,0.108195191001284,0.000238560607617922,0.000238560607617922
77.5791583166,0.106766781670555,0.000242580113719006,0.000242580113719006
77.5851703407,0.364584509090746,0.000263704885657679,0.000263704885657679
77.5911823647,0.944524261104085,0.000262052099981553,0.000262052099981553
77.5971943888,0.585547336974805,0.000267462278047601,0.000267462278047601
77.6032064128,0.331742469077602,0.000270163841433989,0.000270163841433989
77.6092184369,0.158033989966483,0.000276823581187671,0.000276823581187671
77.6152304609,0.045235043678392,0.000299948077565032,0.000299948077565032
77.621242485,0.027193132808506,0.000316029531812436,0.000316029531812436
77.627254509,0.01954748352075,0.000317138177776804,0.000317138177776804
77.6332665331,0.0172458776119374,0.000327393807637957,0.000327393807637957
77.6392785571,0.0118577790662913,0.000338827188502776,0.000338827188502776
77.6452905812,0.00998059878832814,0.000359212192801923,0.000359212192801923
77.6513026052,0.00789220973858488,0.000390838066386691,0.000390838066386691
77.6573146293,0.00614998357648748,0.000384787609488302,0.000384787609488302
77.6633266533,0.00562519428060444,0.000401071909099371,0.000401071909099371
77.6693386774,0.00493843780947072,0.000435349618023864,0.000435349618023864
77.6753507014,0.00412987684827387,0.000452179216854947,0.000452179216854947
77.6813627255,0.00363281525007629,0.000453057884119238,0.000453057884119238
77.6873747495,0.00323633497725396,0.000489605373915532,0.000489605373915532
77.6933867735,0.00292548708976258,0.00052121247034551,0.00052121247034551
77.6993987976,0.00269887630651333,0.000539321004088433,0.000539321004088433
77.7054108216,0.00232594043966704,0.000571422713883162,0.000571422713883162
77.7114228457,0.00207291929279458,0.000601454339114171,0.000601454339114171
77.7174348697,0.00197985826082166,0.000630790328677229,0.000630790328677229
77.7234468938,0.00176104371825666,0.000675959617232026,0.000675959617232026
77.7294589178,0.00161444668529544,0.000748060189801899,0.000748060189801899
77.7354709419,0.00152323646923947,0.000776975811272101,0.000776975811272101
77.7414829659,0.00144768488800303,0.000828791677870717,0.000828791677870717
77.74749499,0.00137880960895186,0.000899009174595207,0.000899009174595207
77.753507014,0.00125806642329621,0.00097054382624196,0.00097054382624196
77.7595190381,0.00117237417390062,0.00103462084644185,0.00103462084644185
77.7655310621,0.00109743256615265,0.00111808248333244,0.00111808248333244
77.7715430862,0.00100626470258824,0.00121297230939484,0.00121297230939484
77.7775551102,0.000945925819426039,0.00135011851198576,0.00135011851198576
77.7835671343,0.000913575912633921,0.00150914369225891,0.00150914369225891
77.7895791583,0.000879979778053048,0.00166878636102108,0.00166878636102108
77.7955911824,0.000836850523568277,0.00189749249764142,0.00189749249764142
77.8016032064,0.000787059975627603,0.00207888602351424,0.00207888602351424
77.8076152305,0.00076049684053062,0.00245435568206918,0.00245435568206918
77.8136272545,0.000724231940649503,0.00290475627453092,0.00290475627453092
77.8196392786,0.000694506684773436,0.00317796644287119,0.00317796644287119
77.8256513026,0.000646275915865575,0.00341585011558182,0.00341585011558182
77.8316633267,0.000632487131534543,0.00502979751961095,0.00502979751961095
77.8376753507,0.00061081837412314,0.00568873585638546,0.00568873585638546
77.8436873747,0.000596467161494436,0.00723325295301899,0.00723325295301899
77.8496993988,0.000568443997913892,0.00753265732840371,0.00753265732840371
77.8557114228,0.000539004726994123,0.0117740970200226,0.0117740970200226
77.8617234469,0.000524129138023625,0.0165813739874638,0.0165813739874638
77.8677354709,0.000513321960751299,0.027205584265911,0.027205584265911
77.873747495,0.000491920991711868,0.03553085102873,0.03553085102873
77.879759519,0.000468309171184795,0.0434106604604214,0.0434106604604214
77.8857715431,0.000455223285438277,0.170848796716779,0.170848796716779
77.8917835671,0.00044659690723021,0.804994246222106,0.804994246222106
77.8977955912,0.000422982071741085,0.309314234958994,0.309314234958994
77.9038076152,0.000416815520710794,0.134888218711798,0.134888218711798
77.9098196393,0.000421845439255727,0.0609586364694113,0.0609586364694113
77.9158316633,0.00040062748850825,0.0350920634274081,0.0350920634274081
77.9218436874,0.000384112188317376,0.0285621402409688,0.0285621402409688
77.9278557114,0.000382149692875675,0.014448104141833,0.014448104141833
77.9338677355,0.000371463561353793,0.011757367206599,0.011757367206599
77.9398797595,0.000351787344639502,0.0085933554031109,0.0085933554031109
77.9458917836,0.00034111075267405,0.00518346629530826,0.00518346629530826
77.9519038076,0.000329870635334296,0.00421842058458898,0.00421842058458898
77.9579158317,0.000335388236733857,0.00440227267830571,0.00440227267830571
77.9639278557,0.00031705241452519,0.0039490447612616,0.0039490447612616
77.9699398798,0.000312140328803132,0.00241730399893411,0.00241730399893411
77.9759519038,0.000309979449433559,0.00259301567387611,0.00259301567387611
77.9819639279,0.000292074576661819,0.00232678602461172,0.00232678602461172
77.9879759519,0.000282192205953091,0.00192079689080226,0.00192079689080226
77.993987976,0.000292066717019517,0.00188912435135298,0.00188912435135298
78,0.000287874109045827,0.00165139482235802,0.00165139482235802
