"angle [deg]","Freq [GHz]","AbsorbanceTM []","AbsorbanceTE []"
30,77.52,0.00405859530417951,0.00326902977131016
30,77.55,0.033454082726554,0.0036436379585586
30,77.58,0.00591130218757085,0.00855331862061526
30,77.61,0.00286719653597878,0.00833412837743119
30,77.64,0.00250170935443672,0.00280674550366855
30,77.67,0.00239557402012958,0.00251883371846229
30,77.7,0.00234767635538224,0.00246863457180446
30,77.73,0.00230981031338962,0.00246111967068741
30,77.76,0.00225692340425399,0.0024653753617736
30,77.79,0.00218204249868748,0.00247355029853757
30,77.82,0.00214768870618065,0.00248309207691266
30,77.85,0.00219798573303054,0.0024930418585476
30,77.88,0.00226518095593164,0.00250300927371905
30,77.91,0.00231662674194344,0.00251283139116831
30,77.94,0.002354439671716,0.00252244353176312
30,77.97,0.00238416979105105,0.0025318254625607
30,78,0.00240937889006954,0.00254097736585757
40,75,0.00513018259939546,0.00217593563336704
40,75.03,0.00737437219694381,0.00217471661309721
40,75.06,0.0152007427254949,0.00262970680253605
40,75.09,0.109278874943897,0.00232997903060295
40,75.12,0.0607475585703005,0.00234780023185877
40,75.15,0.00926408493764574,0.00245424183408138
40,75.18,0.00443538003806909,0.00279564180198977
40,75.21,0.00329108099511422,0.257029953618252
40,75.24,0.00268760802540025,0.0127725946948472
40,75.27,0.00246900759883695,0.00644659392964975
40,75.3,0.00235894968945849,0.00272226665693587
40,75.33,0.00229672350799182,0.00235306888205644
40,75.36,0.002268196567354,0.00225475167352107
40,75.39,0.00225208846657021,0.00221937707937081
40,75.42,0.00224419998370995,0.00220566031796643
40,75.45,0.0022416034994881,0.00220116968264461
40,75.48,0.00224234052218519,0.00220117624558214
40,75.51,0.00224520869161826,0.00220358573547197
40,75.54,0.00224945394743004,0.00220736574937741
40,75.57,0.00225459247256898,0.00221196542759794
40,75.6,0.00226030787922049,0.00221707268937843
40,75.63,0.00226639019292207,0.00222250245735089
40,75.66,0.00227269860564727,0.00222814112588077
40,75.69,0.00227913814971814,0.00223391720661215
40,75.72,0.00228564475655402,0.00223978498853539
40,75.75,0.00229217549583838,0.0022457150357742
40,75.78,0.0022987020897739,0.00225168845143908
40,75.81,0.00230520654082045,0.00225769330175163
40,75.84,0.0023116781496535,0.00226372232480854
40,75.87,0.00231811146368077,0.00226977142773266
40,75.9,0.00232450485926594,0.00227583868166814
40,75.93,0.00233085956315093,0.00228192363935065
40,75.96,0.00233717898445074,0.00228802686672092
40,75.99,0.00234346827127385,0.00229414961927732
40,76.02,0.00234973403569927,0.00230029361874939
40,76.05,0.00235598421014482,0.00230646089996611
40,76.08,0.00236222801369268,0.00231265370835287
40,76.11,0.00236847601747581,0.00231887443387868
40,76.14,0.00237474030888907,0.00232512557219466
40,76.17,0.0023810347637041,0.00233140970601731
40,76.2,0.00238737544674772,0.00233772950221645
40,76.23,0.00239378117576472,0.0023440877211115
40,76.26,0.00240027430298861,0.00235048723554399
40,76.29,0.00240688179849347,0.00235693105833468
40,76.32,0.00241363676400452,0.00236342237679488
40,76.35,0.00242058057824257,0.00236996459405203
40,76.38,0.00242776599212424,0.00237656137668585
40,76.41,0.00243526169281649,0.00238321670921582
40,76.44,0.00244315920549887,0.00238993495570616
40,76.47,0.00245158364040232,0.00239672092967325
40,76.5,0.00246071100387901,0.00240357997343854
40,76.53,0.00247079720864329,0.00241051804909431
40,76.56,0.00248222901562278,0.00241754184320786
40,76.59,0.00249561864770442,0.00242465888871757
40,76.62,0.002511991986347,0.00243187770802944
40,76.65,0.00253319649730965,0.00243920798282149
